latitude,longitude,reference_mgal,notebook_baseline_mgal,notebook_prediction_mgal
43.48125,42.66875,301.81,279.20578,315.19257
43.48125,42.68125,310.78,286.33444,326.57446
43.48125,42.69375,303.77,279.56842,316.56323
43.48125,42.70625,278.93,260.52634,292.5058
43.48125,42.71875,281.31,259.98486,294.8861
43.48125,42.73125,277.15,257.6748,291.804
43.48125,42.74375,298.15,273.15604,311.60727
43.48125,42.75625,281.23,258.7914,294.31094
43.48125,42.76875,304.8,279.42343,317.29517
43.48125,42.78125,303.4,278.20114,315.31198
43.48125,42.79375,283.21,259.88812,294.89417
43.48125,42.80625,280.87,257.05923,291.37628
43.48125,42.81875,280.57,254.76582,291.9554
43.48125,42.83125,280.09,254.37488,292.14523
43.48125,42.84375,267.92,243.15073,280.181
43.48125,42.85625,252.25,231.80817,262.87503
43.48125,42.86875,274.13,250.26682,274.99387
43.48125,42.88125,265.35,243.68887,267.67084
43.48125,42.89375,258.25,236.76894,257.3983
43.48125,42.90625,231.7,214.33714,241.8488
43.48125,42.91875,258.66,237.12088,269.0735
43.48125,42.93125,211.27,195.71204,222.99512
43.48125,42.94375,214.06,194.65007,212.4115
43.48125,42.95625,215.78,196.38766,212.60439
43.48125,42.96875,211.48,192.61142,207.08865
43.48125,42.98125,173.52,165.12581,177.16946
43.48125,42.99375,206.78,192.31764,207.154
43.46875,42.00625,243.02,226.19225,247.74045
43.46875,42.01875,272.55,253.92497,276.3534
43.46875,42.03125,307.91,300.52307,328.61026
43.46875,42.04375,279.87,266.2793,283.42657
43.46875,42.05625,267.92,254.49297,271.3247
43.46875,42.06875,234.02,220.5516,234.70303
43.46875,42.08125,227.35,210.98929,229.92326
43.46875,42.09375,171.95,164.61443,183.651
43.46875,42.10625,166.3,160.07217,182.78279
43.46875,42.11875,238.94,226.41466,246.96478
43.46875,42.13125,277.38,264.72995,285.7696
43.46875,42.14375,302.37,297.5105,321.3881
43.46875,42.15625,303.38,293.3858,316.93637
43.46875,42.16875,321.84,314.73257,341.90857
43.46875,42.18125,322.9,308.70544,335.72137
43.46875,42.19375,332.87,325.9001,356.2129
43.46875,42.20625,296.61,279.9818,303.4366
43.46875,42.21875,245.81,239.7872,260.4329
43.46875,42.23125,276.26,263.9216,277.5713
43.46875,42.24375,302.04,291.87842,307.26843
43.46875,42.25625,302.35,289.13385,307.00024
43.46875,42.26875,285.81,271.7783,287.95538
43.46875,42.28125,294.95,278.87704,295.99823
43.46875,42.29375,288.83,273.61282,290.59756
43.46875,42.30625,255.02,244.17854,263.9244
43.46875,42.31875,248.79,237.40001,260.72943
43.46875,42.33125,253.07,241.96443,265.25888
43.46875,42.34375,263.87,250.8055,276.05408
43.46875,42.35625,263.32,253.71474,281.38702
43.46875,42.36875,297.82,280.3693,307.39996
43.46875,42.38125,324.92,307.18417,335.89575
43.46875,42.39375,332.42,316.04636,348.12048
43.46875,42.40625,338.49,318.80765,350.67126
43.46875,42.41875,344.84,325.4593,358.50034
43.46875,42.43125,318.77,303.34756,332.26486
43.46875,42.44375,323.61,304.1608,335.9164
43.46875,42.45625,351.14,334.50455,370.25293
43.46875,42.46875,331.92,313.47934,344.76508
43.46875,42.48125,337.59,318.76135,354.63364
43.46875,42.49375,330.89,312.11548,347.30518
43.46875,42.50625,292.71,271.88733,304.37885
43.46875,42.51875,294.59,271.16226,306.39124
43.46875,42.53125,304.98,281.2102,314.01587
43.46875,42.54375,280.45,258.67343,291.4897
43.46875,42.55625,271.9,249.65205,284.30396
43.46875,42.56875,269.8,249.84663,282.2708
43.46875,42.58125,284.4,264.45712,297.15918
43.46875,42.59375,317.67,295.02573,328.71347
43.46875,42.60625,320.98,301.26025,330.7263
43.46875,42.61875,330.15,309.73114,344.28815
43.46875,42.63125,336.67,315.47556,351.14105
43.46875,42.64375,329.45,308.69534,343.9878
43.46875,42.65625,338.92,317.23276,352.23883
43.46875,42.66875,331.74,310.81976,344.86517
43.46875,42.68125,333.63,311.2055,345.89508
43.46875,42.69375,321.19,299.06445,329.74393
43.46875,42.70625,297.27,277.24634,309.70236
43.46875,42.71875,309.61,286.88818,321.0283
43.46875,42.73125,288.99,268.41974,299.55475
43.46875,42.74375,300.74,277.66864,312.63235
43.46875,42.75625,303.49,278.89725,318.30707
43.46875,42.76875,308.01,284.11884,321.64957
43.46875,42.78125,314.89,289.9845,328.61847
43.46875,42.79375,303.07,279.88394,314.90656
43.46875,42.80625,295.12,271.52136,304.20682
43.46875,42.81875,298.14,272.69492,309.6376
43.46875,42.83125,288.44,263.48984,299.57684
43.46875,42.84375,285.65,259.42322,297.73215
43.46875,42.85625,278.82,253.7901,286.76917
43.46875,42.86875,247.09,225.65701,255.30325
43.46875,42.88125,230.65,211.33902,241.59775
43.46875,42.89375,251.37,227.01646,258.7885
43.46875,42.90625,214.85,197.66277,226.77234
43.46875,42.91875,242.8,220.62746,249.90443
43.46875,42.93125,219.51,199.1803,225.7146
43.46875,42.94375,192.01,174.56958,203.46838
43.46875,42.95625,175.83,163.00647,191.86076
43.46875,42.96875,160.89,150.99649,178.29324
43.46875,42.98125,153.65,142.67148,170.16806
43.46875,42.99375,175.4,159.40369,184.84088
43.45625,42.00625,289.44,273.07324,299.3615
43.45625,42.01875,306.61,294.85474,324.4474
43.45625,42.03125,296.89,284.10367,307.78427
43.45625,42.04375,253.0,238.60977,251.8619
43.45625,42.05625,212.59,202.9213,222.89705
43.45625,42.06875,213.53,196.84178,219.20892
43.45625,42.08125,177.09,166.48514,193.76935
43.45625,42.09375,166.53,156.07094,184.9452
43.45625,42.10625,167.84,157.86353,182.53436
43.45625,42.11875,186.0,178.55275,195.27382
43.45625,42.13125,206.82,198.43317,210.72192
43.45625,42.14375,247.84,237.0557,249.31912
43.45625,42.15625,286.21,276.22867,294.1856
43.45625,42.16875,307.46,296.09915,322.9321
43.45625,42.18125,311.38,298.12054,321.50372
43.45625,42.19375,308.85,294.68323,318.25803
43.45625,42.20625,319.76,304.7943,331.26413
43.45625,42.21875,294.31,275.95633,303.8575
43.45625,42.23125,315.98,301.34253,323.95984
43.45625,42.24375,347.4,342.7461,373.27625
43.45625,42.25625,349.17,342.0364,374.20374
43.45625,42.26875,333.43,320.8473,347.3864
43.45625,42.28125,348.31,346.06085,377.70645
43.45625,42.29375,316.77,302.16705,325.55008
43.45625,42.30625,309.65,294.7187,317.4832
43.45625,42.31875,294.98,282.6157,302.96332
43.45625,42.33125,315.93,301.0148,323.02438
43.45625,42.34375,330.05,316.5473,342.6567
43.45625,42.35625,294.55,281.59174,304.1503
43.45625,42.36875,275.88,270.38773,293.94647
43.45625,42.38125,347.65,335.8004,367.33902
43.45625,42.39375,347.67,333.88242,363.41168
43.45625,42.40625,374.53,361.10104,398.1396
43.45625,42.41875,369.63,358.17538,389.64783
43.45625,42.43125,338.43,324.505,352.02948
43.45625,42.44375,328.94,312.99005,342.11328
43.45625,42.45625,368.38,354.0976,391.67355
43.45625,42.46875,330.86,314.19925,344.6614
43.45625,42.48125,322.27,305.16824,337.7994
43.45625,42.49375,310.02,292.66522,321.74106
43.45625,42.50625,300.44,285.97455,314.05975
43.45625,42.51875,314.24,294.50607,325.43466
43.45625,42.53125,307.65,287.0234,318.0479
43.45625,42.54375,285.95,264.72705,295.97638
43.45625,42.55625,250.37,240.85246,271.83685
43.45625,42.56875,299.8,278.28693,309.26602
43.45625,42.58125,277.66,261.06824,290.3432
43.45625,42.59375,281.03,264.47058,293.9985
43.45625,42.60625,313.97,297.11798,324.9965
43.45625,42.61875,354.13,336.8337,372.0024
43.45625,42.63125,358.8,338.4748,381.37448
43.45625,42.64375,360.6,340.29034,380.8782
43.45625,42.65625,355.74,338.5424,377.59555
43.45625,42.66875,367.83,353.57455,392.49155
43.45625,42.68125,361.63,345.94656,382.18414
43.45625,42.69375,338.46,319.74683,348.00208
43.45625,42.70625,326.17,306.92728,337.1432
43.45625,42.71875,339.03,318.1033,353.65033
43.45625,42.73125,324.78,304.25543,335.16565
43.45625,42.74375,295.94,278.3178,308.6918
43.45625,42.75625,308.32,286.9791,318.41425
43.45625,42.76875,306.25,283.3125,317.43954
43.45625,42.78125,313.72,289.7288,328.00836
43.45625,42.79375,325.94,302.71658,342.26794
43.45625,42.80625,305.6,281.9231,320.70856
43.45625,42.81875,305.61,281.2459,322.05298
43.45625,42.83125,292.26,268.3985,302.34592
43.45625,42.84375,282.76,258.19986,293.41782
43.45625,42.85625,263.13,242.32578,273.2678
43.45625,42.86875,213.69,204.37381,232.61978
43.45625,42.88125,211.05,200.43962,226.4096
43.45625,42.89375,199.83,190.69887,218.03217
43.45625,42.90625,193.03,186.15846,211.08371
43.45625,42.91875,187.97,179.43251,204.02931
43.45625,42.93125,216.24,198.1118,223.29178
43.45625,42.94375,218.5,196.30676,223.83157
43.45625,42.95625,216.84,194.19398,221.82317
43.45625,42.96875,210.81,188.08875,214.77316
43.45625,42.98125,194.4,173.12498,200.69403
43.45625,42.99375,163.55,149.04295,172.08037
43.44375,42.00625,310.55,298.79977,321.84512
43.44375,42.01875,280.22,268.908,287.7119
43.44375,42.03125,243.86,233.37585,250.78029
43.44375,42.04375,196.85,191.47055,207.49928
43.44375,42.05625,167.29,165.65642,187.43347
43.44375,42.06875,171.72,164.85579,191.36232
43.44375,42.08125,178.97,174.56126,189.56055
43.44375,42.09375,212.44,202.12807,219.90953
43.44375,42.10625,193.28,185.60406,201.95273
43.44375,42.11875,169.44,163.47162,184.34218
43.44375,42.13125,172.76,169.13649,193.17284
43.44375,42.14375,214.34,201.39883,221.30031
43.44375,42.15625,254.72,240.49678,259.05368
43.44375,42.16875,262.66,247.77238,266.1306
43.44375,42.18125,287.0,269.64325,295.27332
43.44375,42.19375,247.78,234.27354,254.61581
43.44375,42.20625,261.9,246.2122,270.02942
43.44375,42.21875,295.68,276.21466,306.82648
43.44375,42.23125,302.18,282.5755,311.1653
43.44375,42.24375,320.24,300.76373,331.64758
43.44375,42.25625,328.06,308.7328,341.94345
43.44375,42.26875,335.1,316.64648,346.9843
43.44375,42.28125,350.89,334.58127,367.77377
43.44375,42.29375,339.41,322.42142,355.8394
43.44375,42.30625,344.62,326.61243,358.01456
43.44375,42.31875,319.72,302.41168,331.97025
43.44375,42.33125,352.91,339.3626,369.95706
43.44375,42.34375,368.49,357.65622,391.14157
43.44375,42.35625,361.76,349.30685,382.02972
43.44375,42.36875,329.16,312.2629,342.99207
43.44375,42.38125,295.65,288.68823,318.6868
43.44375,42.39375,332.04,321.2467,351.3219
43.44375,42.40625,382.8,372.5924,405.0434
43.44375,42.41875,394.57,388.87894,428.00568
43.44375,42.43125,368.18,354.25885,385.8075
43.44375,42.44375,360.73,346.03445,379.57434
43.44375,42.45625,381.06,374.76486,415.30676
43.44375,42.46875,364.81,347.60916,382.49094
43.44375,42.48125,356.32,339.44846,377.0101
43.44375,42.49375,347.22,328.11362,364.26862
43.44375,42.50625,353.89,336.8599,378.0535
43.44375,42.51875,330.24,311.0346,346.29007
43.44375,42.53125,308.18,289.42178,317.08994
43.44375,42.54375,275.39,259.38806,288.94232
43.44375,42.55625,280.95,261.41766,293.30032
43.44375,42.56875,309.25,289.05438,320.78635
43.44375,42.58125,330.77,312.21838,344.9734
43.44375,42.59375,295.31,279.4772,309.94144
43.44375,42.60625,283.48,270.15546,297.4095
43.44375,42.61875,325.35,306.5526,339.85394
43.44375,42.63125,344.02,326.66495,362.2207
43.44375,42.64375,349.08,332.11743,365.70798
43.44375,42.65625,352.91,336.1282,369.8614
43.44375,42.66875,374.11,358.12967,393.74445
43.44375,42.68125,385.81,374.7917,416.92978
43.44375,42.69375,369.16,355.01392,391.90912
43.44375,42.70625,360.94,345.51456,379.91434
43.44375,42.71875,348.09,330.60617,365.69937
43.44375,42.73125,343.92,325.77042,355.2257
43.44375,42.74375,337.54,317.14542,350.49396
43.44375,42.75625,349.42,331.9548,369.58255
43.44375,42.76875,343.69,323.59137,363.74637
43.44375,42.78125,334.22,311.36975,352.13843
43.44375,42.79375,328.52,307.11862,347.1602
43.44375,42.80625,302.34,280.46387,311.4499
43.44375,42.81875,299.08,277.22504,312.80008
43.44375,42.83125,283.2,262.03183,294.94028
43.44375,42.84375,249.99,234.28539,265.12564
43.44375,42.85625,259.0,240.84134,268.40787
43.44375,42.86875,280.37,259.4895,289.03235
43.44375,42.88125,258.57,237.60855,263.9634
43.44375,42.89375,233.58,218.07301,242.90671
43.44375,42.90625,250.05,230.80536,255.20859
43.44375,42.91875,256.12,236.75418,262.13492
43.44375,42.93125,245.96,226.84824,253.64302
43.44375,42.94375,217.18,199.07632,220.44508
43.44375,42.95625,225.61,207.95636,233.82199
43.44375,42.96875,199.95,182.92198,207.06534
43.44375,42.98125,158.56,148.75494,171.90027
43.44375,42.99375,138.36,132.33554,155.34499
43.43125,42.00625,239.53,230.75989,249.25485
43.43125,42.01875,193.4,193.66016,208.90448
43.43125,42.03125,175.72,174.3531,195.83423
43.43125,42.04375,186.4,181.35132,199.69891
43.43125,42.05625,207.29,201.65121,218.06474
43.43125,42.06875,231.51,220.7315,238.28406
43.43125,42.08125,211.96,205.25826,223.48462
43.43125,42.09375,279.42,272.2389,296.61407
43.43125,42.10625,262.87,252.90369,269.5594
43.43125,42.11875,215.38,209.83276,224.032
43.43125,42.13125,180.0,176.3516,194.88792
43.43125,42.14375,171.55,167.12392,192.94084
43.43125,42.15625,183.11,177.31393,199.29726
43.43125,42.16875,205.13,197.22807,216.61545
43.43125,42.18125,217.64,209.06181,226.53125
43.43125,42.19375,225.57,216.19838,238.85081
43.43125,42.20625,276.48,260.97366,285.13165
43.43125,42.21875,302.57,287.99677,316.0233
43.43125,42.23125,288.76,273.51184,301.029
43.43125,42.24375,290.96,276.15332,304.77493
43.43125,42.25625,308.68,291.8931,321.87686
43.43125,42.26875,302.96,286.15396,311.14664
43.43125,42.28125,317.75,300.6973,327.62463
43.43125,42.29375,302.71,288.56018,316.15176
43.43125,42.30625,347.16,331.50107,364.45847
43.43125,42.31875,353.6,335.67447,372.43506
43.43125,42.33125,352.16,333.1011,365.39096
43.43125,42.34375,362.37,344.8765,378.8255
43.43125,42.35625,360.72,342.95663,377.56653
43.43125,42.36875,349.87,331.98706,362.14542
43.43125,42.38125,344.23,326.76044,358.26196
43.43125,42.39375,307.66,302.58887,331.61664
43.43125,42.40625,350.55,337.54227,366.93637
43.43125,42.41875,383.05,369.98514,407.08148
43.43125,42.43125,373.41,357.71997,395.73505
43.43125,42.44375,340.16,329.56412,365.54672
43.43125,42.45625,336.4,325.1276,359.07422
43.43125,42.46875,333.85,320.4195,351.77655
43.43125,42.48125,340.45,321.53442,357.68726
43.43125,42.49375,327.67,310.3772,345.12756
43.43125,42.50625,304.97,291.0926,327.78998
43.43125,42.51875,304.83,287.00568,321.69824
43.43125,42.53125,305.06,285.18585,320.24988
43.43125,42.54375,289.98,273.37796,308.5959
43.43125,42.55625,276.63,265.52554,290.6294
43.43125,42.56875,329.31,313.0056,341.64377
43.43125,42.58125,329.21,310.00107,341.84885
43.43125,42.59375,332.37,312.27875,346.57916
43.43125,42.60625,273.83,265.9707,298.11008
43.43125,42.61875,305.22,287.87314,319.25647
43.43125,42.63125,300.79,287.5264,320.38425
43.43125,42.64375,300.47,288.19452,321.81674
43.43125,42.65625,308.12,294.70187,326.5903
43.43125,42.66875,331.35,314.53656,345.97363
43.43125,42.68125,337.71,321.9305,355.83554
43.43125,42.69375,353.69,336.9247,372.70746
43.43125,42.70625,366.72,351.08118,389.53293
43.43125,42.71875,381.31,369.39694,408.22925
43.43125,42.73125,367.44,350.47922,384.61157
43.43125,42.74375,364.13,348.6595,386.68362
43.43125,42.75625,340.23,320.09464,353.62854
43.43125,42.76875,307.55,289.377,323.0246
43.43125,42.78125,323.26,301.90652,337.00934
43.43125,42.79375,316.74,295.31665,331.18198
43.43125,42.80625,297.4,277.2557,309.83032
43.43125,42.81875,250.96,242.52182,272.46417
43.43125,42.83125,261.53,249.70155,278.46362
43.43125,42.84375,284.87,266.5371,296.44983
43.43125,42.85625,287.75,269.33292,298.50748
43.43125,42.86875,290.44,270.16852,301.42432
43.43125,42.88125,288.67,266.89545,296.58203
43.43125,42.89375,282.64,263.03403,293.2426
43.43125,42.90625,273.89,256.03708,279.96423
43.43125,42.91875,249.28,231.49916,252.1163
43.43125,42.93125,213.34,196.15785,217.18861
43.43125,42.94375,171.02,159.65268,179.0224
43.43125,42.95625,149.78,141.45474,164.81003
43.43125,42.96875,144.15,137.50156,159.89694
43.43125,42.98125,168.72,157.13106,176.80736
43.43125,42.99375,207.52,193.94319,219.18927
43.41875,42.00625,172.67,175.46817,203.59106
43.41875,42.01875,171.74,177.3567,194.28094
43.41875,42.03125,227.4,221.65997,234.51813
43.41875,42.04375,248.11,239.67903,253.65735
43.41875,42.05625,285.67,275.50565,293.37155
43.41875,42.06875,271.67,261.21707,276.57828
43.41875,42.08125,255.69,245.11409,263.46307
43.41875,42.09375,220.83,220.4357,238.41052
43.41875,42.10625,293.07,283.23227,307.41208
43.41875,42.11875,281.01,272.65256,289.34113
43.41875,42.13125,234.76,227.5308,239.2147
43.41875,42.14375,208.76,204.9298,220.59026
43.41875,42.15625,178.0,172.5277,200.1419
43.41875,42.16875,174.17,172.09865,197.49678
43.41875,42.18125,249.27,236.45625,264.98737
43.41875,42.19375,248.25,235.17607,254.78293
43.41875,42.20625,206.53,207.50996,227.27454
43.41875,42.21875,211.62,213.48602,233.92082
43.41875,42.23125,235.18,229.11774,250.22153
43.41875,42.24375,251.52,241.29236,265.49677
43.41875,42.25625,238.79,234.00925,258.98102
43.41875,42.26875,243.42,235.97287,263.24396
43.41875,42.28125,253.89,246.30048,271.86597
43.41875,42.29375,270.62,260.2938,285.6824
43.41875,42.30625,290.42,277.22363,303.2671
43.41875,42.31875,290.95,280.36917,308.27402
43.41875,42.33125,307.76,295.87796,324.24948
43.41875,42.34375,340.47,325.41434,357.6435
43.41875,42.35625,359.48,345.9885,376.7365
43.41875,42.36875,388.12,377.2923,415.36145
43.41875,42.38125,374.53,362.23917,395.8525
43.41875,42.39375,339.68,330.70053,363.99792
43.41875,42.40625,374.95,361.6733,394.05865
43.41875,42.41875,381.98,369.56183,406.32288
43.41875,42.43125,354.03,340.33765,377.86197
43.41875,42.44375,363.08,346.43692,388.27325
43.41875,42.45625,358.88,342.29767,383.83328
43.41875,42.46875,344.52,330.29184,369.92612
43.41875,42.48125,346.67,329.7468,371.56177
43.41875,42.49375,338.11,320.9121,359.33417
43.41875,42.50625,345.9,327.12344,366.08386
43.41875,42.51875,325.52,308.45087,344.8885
43.41875,42.53125,319.99,302.43158,338.7822
43.41875,42.54375,315.98,298.80072,333.18768
43.41875,42.55625,313.74,296.98975,327.61115
43.41875,42.56875,359.51,348.5772,379.53116
43.41875,42.58125,343.81,328.43698,361.10574
43.41875,42.59375,321.47,304.5548,332.6828
43.41875,42.60625,311.76,296.22153,325.50742
43.41875,42.61875,311.95,298.11084,326.46124
43.41875,42.63125,321.11,307.07248,335.13672
43.41875,42.64375,346.36,327.912,358.5078
43.41875,42.65625,350.51,334.45523,361.9688
43.41875,42.66875,332.32,316.04666,344.12402
43.41875,42.68125,337.97,318.15393,345.84473
43.41875,42.69375,342.23,322.89203,358.25137
43.41875,42.70625,353.17,333.5443,371.92084
43.41875,42.71875,352.03,331.7545,368.2935
43.41875,42.73125,320.02,306.47766,337.24368
43.41875,42.74375,305.14,291.78827,321.0774
43.41875,42.75625,296.72,282.83942,312.24625
43.41875,42.76875,285.6,273.27252,306.5218
43.41875,42.78125,282.59,268.9848,300.3321
43.41875,42.79375,283.06,266.9159,298.26236
43.41875,42.80625,280.88,266.87668,295.248
43.41875,42.81875,304.86,286.4435,313.53668
43.41875,42.83125,312.76,294.56256,321.10144
43.41875,42.84375,313.38,294.5296,322.4776
43.41875,42.85625,300.87,279.73325,310.91595
43.41875,42.86875,297.19,277.81476,309.263
43.41875,42.88125,292.27,274.3344,304.20078
43.41875,42.89375,266.19,249.55449,276.91937
43.41875,42.90625,213.32,202.55223,221.61908
43.41875,42.91875,172.63,169.75932,183.75722
43.41875,42.93125,154.31,152.2828,169.05559
43.41875,42.94375,145.22,141.87204,163.25215
43.41875,42.95625,197.4,185.66292,204.71387
43.41875,42.96875,197.01,185.81877,202.88237
43.41875,42.98125,196.13,184.65358,202.18721
43.41875,42.99375,238.3,219.72722,244.43358
43.40625,42.00625,196.49,196.03749,213.30061
43.40625,42.01875,239.41,230.15956,251.51439
43.40625,42.03125,295.6,288.53827,301.67685
43.40625,42.04375,323.15,319.09622,339.23648
43.40625,42.05625,328.79,322.69714,343.00082
43.40625,42.06875,290.67,280.62595,302.28348
43.40625,42.08125,315.83,305.8865,330.3381
43.40625,42.09375,244.98,240.93396,261.03436
43.40625,42.10625,285.62,277.05423,295.8592
43.40625,42.11875,308.81,300.05203,318.5962
43.40625,42.13125,305.45,297.40967,314.82513
43.40625,42.14375,239.01,234.612,248.01361
43.40625,42.15625,238.22,230.12903,247.33267
43.40625,42.16875,173.37,176.29153,194.65314
43.40625,42.18125,171.8,176.29643,199.03111
43.40625,42.19375,253.49,243.19493,263.85513
43.40625,42.20625,296.76,285.6721,310.27203
43.40625,42.21875,288.49,275.42166,291.1235
43.40625,42.23125,314.46,301.8898,318.7678
43.40625,42.24375,309.3,294.7397,314.2469
43.40625,42.25625,322.53,308.05383,332.15826
43.40625,42.26875,274.31,262.84335,286.94025
43.40625,42.28125,301.41,285.41122,313.7304
43.40625,42.29375,270.63,260.8548,286.77994
43.40625,42.30625,283.34,271.8431,301.2161
43.40625,42.31875,330.33,313.44528,346.63947
43.40625,42.33125,329.66,312.93665,345.175
43.40625,42.34375,304.6,294.71655,325.81882
43.40625,42.35625,315.83,307.67953,336.26505
43.40625,42.36875,347.97,334.88123,368.04993
43.40625,42.38125,364.07,351.4501,388.3093
43.40625,42.39375,379.24,366.63077,401.61182
43.40625,42.40625,374.9,365.38757,401.28198
43.40625,42.41875,400.37,390.21713,431.6173
43.40625,42.43125,369.57,356.21768,393.8091
43.40625,42.44375,387.62,375.78085,414.49615
43.40625,42.45625,385.72,374.00427,412.2147
43.40625,42.46875,373.93,362.5251,399.30185
43.40625,42.48125,366.02,356.77917,393.36218
43.40625,42.49375,356.1,345.50604,382.99487
43.40625,42.50625,365.85,350.18246,389.4909
43.40625,42.51875,351.52,335.44424,372.24728
43.40625,42.53125,353.59,335.14725,375.79633
43.40625,42.54375,356.3,338.85703,377.0423
43.40625,42.55625,354.04,333.96573,371.95273
43.40625,42.56875,349.61,330.80234,365.0392
43.40625,42.58125,375.85,360.5866,401.24603
43.40625,42.59375,335.18,318.53503,351.46982
43.40625,42.60625,319.79,305.2615,336.3584
43.40625,42.61875,364.07,345.94455,381.7191
43.40625,42.63125,342.17,327.19418,358.4856
43.40625,42.64375,387.16,378.19223,414.78046
43.40625,42.65625,378.55,364.3288,397.02017
43.40625,42.66875,395.47,395.29877,434.54825
43.40625,42.68125,361.78,349.38663,381.08032
43.40625,42.69375,358.82,341.30905,374.9557
43.40625,42.70625,377.09,361.45142,395.4583
43.40625,42.71875,357.91,341.77658,370.53424
43.40625,42.73125,373.1,363.97543,395.5438
43.40625,42.74375,331.13,315.721,344.53845
43.40625,42.75625,326.04,309.9652,338.5783
43.40625,42.76875,339.8,327.4742,355.07288
43.40625,42.78125,335.93,320.95505,350.38596
43.40625,42.79375,296.16,285.81277,312.6826
43.40625,42.80625,325.06,312.6168,335.9203
43.40625,42.81875,332.66,318.65823,342.54453
43.40625,42.83125,351.68,340.01456,373.4242
43.40625,42.84375,320.35,304.6641,334.8538
43.40625,42.85625,280.7,266.5276,293.57062
43.40625,42.86875,246.25,234.80127,260.616
43.40625,42.88125,242.94,227.06367,249.3207
43.40625,42.89375,229.32,215.46333,233.64969
43.40625,42.90625,215.55,201.30196,220.51402
43.40625,42.91875,163.29,160.17485,179.98471
43.40625,42.93125,147.01,146.83878,168.4732
43.40625,42.94375,196.93,186.80418,204.6756
43.40625,42.95625,220.81,210.41934,225.39429
43.40625,42.96875,246.94,233.47702,254.359
43.40625,42.98125,250.02,234.31006,256.8937
43.40625,42.99375,249.5,229.90999,254.09857
43.39375,42.00625,258.32,251.69467,267.9369
43.39375,42.01875,299.78,288.71677,300.66608
43.39375,42.03125,296.42,286.31467,304.63776
43.39375,42.04375,344.17,337.80112,368.44446
43.39375,42.05625,353.49,348.31708,378.49966
43.39375,42.06875,329.93,316.83563,346.65308
43.39375,42.08125,322.99,313.7966,337.29016
43.39375,42.09375,254.64,252.21915,272.80142
43.39375,42.10625,306.38,295.75998,316.01193
43.39375,42.11875,349.21,345.33328,375.4521
43.39375,42.13125,325.39,316.57898,334.61853
43.39375,42.14375,282.56,275.17566,293.43805
43.39375,42.15625,287.65,277.76553,292.5987
43.39375,42.16875,229.57,222.59645,243.07619
43.39375,42.18125,168.06,171.5873,199.71686
43.39375,42.19375,215.18,212.48074,231.4405
43.39375,42.20625,251.71,247.00433,264.58887
43.39375,42.21875,304.58,294.48337,316.35956
43.39375,42.23125,346.33,339.19073,365.94788
43.39375,42.24375,359.08,350.31046,384.63763
43.39375,42.25625,351.6,340.29163,370.74072
43.39375,42.26875,290.65,280.70374,309.0034
43.39375,42.28125,327.06,313.65536,340.4067
43.39375,42.29375,324.14,308.06476,333.61954
43.39375,42.30625,291.44,279.88303,306.46448
43.39375,42.31875,289.5,283.6537,312.56732
43.39375,42.33125,351.08,337.90283,365.12775
43.39375,42.34375,345.09,329.87842,361.15717
43.39375,42.35625,337.44,322.54477,354.5898
43.39375,42.36875,352.96,340.63446,376.2057
43.39375,42.38125,357.05,348.66534,381.48932
43.39375,42.39375,394.89,386.63605,420.39053
43.39375,42.40625,414.05,405.2485,443.48373
43.39375,42.41875,396.5,386.98914,423.50964
43.39375,42.43125,398.35,391.18515,428.06696
43.39375,42.44375,419.52,413.02914,452.68835
43.39375,42.45625,422.65,419.71204,459.92554
43.39375,42.46875,411.98,405.11774,443.3331
43.39375,42.48125,409.32,400.27716,437.5125
43.39375,42.49375,391.92,380.91678,418.08606
43.39375,42.50625,386.14,371.5684,412.02615
43.39375,42.51875,370.18,354.14532,395.16458
43.39375,42.53125,368.1,350.0958,392.8026
43.39375,42.54375,379.52,359.91248,405.62787
43.39375,42.55625,382.15,362.2509,407.83215
43.39375,42.56875,366.25,349.06818,382.2513
43.39375,42.58125,371.88,355.2704,388.00287
43.39375,42.59375,359.69,341.03696,371.17853
43.39375,42.60625,343.66,325.51395,355.56015
43.39375,42.61875,359.03,340.2412,372.9036
43.39375,42.63125,377.94,359.56772,397.41846
43.39375,42.64375,386.66,371.97723,410.05255
43.39375,42.65625,368.11,353.72845,384.11746
43.39375,42.66875,369.73,357.17926,387.88925
43.39375,42.68125,379.0,365.16656,397.44916
43.39375,42.69375,384.62,372.42703,405.1007
43.39375,42.70625,395.88,390.49918,427.11694
43.39375,42.71875,393.14,387.90213,422.37045
43.39375,42.73125,375.94,367.2648,401.27075
43.39375,42.74375,355.19,339.7898,371.2087
43.39375,42.75625,362.83,346.84235,377.83752
43.39375,42.76875,374.15,363.5521,397.85736
43.39375,42.78125,349.21,332.97205,358.47876
43.39375,42.79375,335.54,320.22794,349.0076
43.39375,42.80625,366.21,356.76764,384.1393
43.39375,42.81875,371.75,366.14508,399.78745
43.39375,42.83125,342.26,330.02176,357.625
43.39375,42.84375,310.8,298.42108,325.5658
43.39375,42.85625,275.9,266.07965,287.5773
43.39375,42.86875,259.42,246.32555,270.16046
43.39375,42.88125,252.53,236.50128,259.20746
43.39375,42.89375,237.81,220.06769,241.93558
43.39375,42.90625,191.22,180.89017,206.07355
43.39375,42.91875,148.97,146.78859,174.75519
43.39375,42.93125,161.23,157.93373,182.33865
