latitude,longitude,reference_mgal,notebook_baseline_mgal,notebook_prediction_mgal
43.80625,42.03125,189.45,163.434,193.7125
43.80625,42.04375,188.8,162.69507,189.98767
43.80625,42.05625,188.69,164.58195,193.06815
43.80625,42.06875,213.31,186.45227,217.55371
43.80625,42.08125,192.12,168.05563,196.93823
43.80625,42.09375,209.5,183.86296,211.60666
43.80625,42.10625,229.27,201.43881,233.48141
43.80625,42.11875,230.66,204.24199,236.36989
43.80625,42.13125,230.96,203.59225,236.95529
43.80625,42.14375,226.61,199.08066,233.03552
43.80625,42.15625,239.86,212.52098,245.31848
43.80625,42.16875,249.76,223.41333,257.0551
43.80625,42.18125,254.49,228.35019,266.72656
43.80625,42.19375,260.38,233.7163,273.47098
43.80625,42.20625,255.9,228.63907,265.42084
43.80625,42.21875,254.0,227.58759,265.11487
43.80625,42.23125,244.89,217.54613,252.71057
43.80625,42.24375,242.55,216.65475,251.42563
43.80625,42.25625,252.13,225.4771,261.82712
43.80625,42.26875,229.37,204.94444,235.62585
43.80625,42.28125,208.56,186.7084,216.93427
43.80625,42.29375,208.1,183.59192,213.07254
43.80625,42.30625,191.33,170.6916,200.71622
43.80625,42.31875,215.87,194.93819,222.04565
43.80625,42.33125,246.7,221.65184,255.15224
43.80625,42.34375,253.16,227.39943,261.29025
43.80625,42.35625,244.47,218.59448,252.27551
43.80625,42.36875,226.31,203.72102,234.89606
43.80625,42.38125,201.68,182.40256,210.53262
43.80625,42.39375,219.14,193.71594,223.4451
43.80625,42.40625,193.13,169.38464,199.45517
43.80625,42.41875,193.03,170.27824,196.34543
43.80625,42.43125,212.4,187.4273,214.69507
43.80625,42.44375,224.6,198.80432,228.5065
43.80625,42.45625,241.84,215.56276,249.46123
43.80625,42.46875,227.88,202.2483,234.55997
43.80625,42.48125,229.0,204.00171,235.64848
43.80625,42.49375,239.78,212.66573,251.31635
43.80625,42.50625,239.12,211.45285,246.85059
43.80625,42.51875,234.86,207.71866,243.16885
43.80625,42.53125,237.35,209.76682,246.13254
43.80625,42.54375,233.05,205.93054,240.94284
43.80625,42.55625,233.52,205.85265,241.65927
43.80625,42.56875,225.72,199.33128,233.27539
43.80625,42.58125,229.52,201.89325,237.9238
43.80625,42.59375,227.05,199.24522,233.12221
43.80625,42.60625,225.01,197.03583,229.76125
43.80625,42.61875,223.9,195.51112,229.03624
43.80625,42.63125,217.65,190.06842,225.94691
43.80625,42.64375,214.49,186.74615,221.98361
43.80625,42.65625,209.76,181.34616,216.58945
43.80625,42.66875,199.76,172.8224,205.55789
43.80625,42.68125,195.55,169.67311,202.23413
43.80625,42.69375,202.05,174.36871,207.25522
43.80625,42.70625,201.84,173.68813,207.08646
43.80625,42.71875,200.84,172.65588,205.76923
43.80625,42.73125,193.97,166.76659,198.61285
43.80625,42.74375,194.17,165.24976,198.75766
43.80625,42.75625,176.02,152.34308,182.99658
43.80625,42.76875,186.22,158.62898,190.17679
43.80625,42.78125,178.93,151.5506,183.09671
43.80625,42.79375,162.61,140.15096,169.97633
43.80625,42.80625,160.22,137.38278,167.34206
43.80625,42.81875,172.07,144.3598,175.85101
43.80625,42.83125,170.2,142.1274,174.28581
43.80625,42.84375,166.78,138.67471,170.3555
43.80625,42.85625,163.37,136.12357,167.46405
43.80625,42.86875,156.13,128.90297,159.93729
43.80625,42.88125,156.86,129.47006,160.10616
43.80625,42.89375,155.09,127.761116,160.27759
43.80625,42.90625,152.95,125.03609,156.392
43.80625,42.91875,153.31,124.9297,154.63286
43.80625,42.93125,152.27,124.71042,152.9561
43.80625,42.94375,154.2,127.26087,155.97992
43.80625,42.95625,156.56,131.3969,158.90073
43.80625,42.96875,169.81,143.30273,172.71732
43.80625,42.98125,180.77,153.6639,186.31328
43.80625,42.99375,175.21,150.2462,173.25452
43.79375,42.00625,173.93,149.23053,177.75467
43.79375,42.01875,159.9,138.62633,165.71774
43.79375,42.03125,173.3,149.66676,177.15244
43.79375,42.04375,192.25,166.43854,196.62317
43.79375,42.05625,185.94,160.50906,188.06468
43.79375,42.06875,173.52,152.41866,180.29706
43.79375,42.08125,192.18,167.87965,197.5733
43.79375,42.09375,212.84,186.24268,218.54594
43.79375,42.10625,218.55,191.4731,226.1993
43.79375,42.11875,222.55,195.9825,229.95763
43.79375,42.13125,210.56,187.06839,218.62328
43.79375,42.14375,211.92,187.21046,218.5719
43.79375,42.15625,223.32,197.41728,226.14764
43.79375,42.16875,244.25,218.41188,249.58359
43.79375,42.18125,255.85,232.77904,266.3302
43.79375,42.19375,266.04,240.39236,274.64224
43.79375,42.20625,254.74,228.76613,266.75635
43.79375,42.21875,256.63,230.02579,265.82602
43.79375,42.23125,257.51,231.51237,267.92587
43.79375,42.24375,266.75,240.94554,279.73965
43.79375,42.25625,262.19,236.7867,271.6813
43.79375,42.26875,245.9,220.26175,251.19724
43.79375,42.28125,236.49,210.31966,240.47916
43.79375,42.29375,218.4,191.7691,224.64362
43.79375,42.30625,201.26,179.3816,210.82777
43.79375,42.31875,212.95,191.53023,220.29333
43.79375,42.33125,239.83,218.32672,249.59152
43.79375,42.34375,249.85,225.13202,261.50336
43.79375,42.35625,238.03,214.5933,245.77554
43.79375,42.36875,228.53,204.98203,235.86438
43.79375,42.38125,245.48,221.78157,254.44539
43.79375,42.39375,220.0,195.7218,223.18976
43.79375,42.40625,190.6,169.60722,199.8353
43.79375,42.41875,200.13,175.44205,203.42786
43.79375,42.43125,234.06,211.28786,243.4634
43.79375,42.44375,237.17,210.32951,240.02597
43.79375,42.45625,247.39,221.36436,256.02747
43.79375,42.46875,252.74,226.00037,261.79956
43.79375,42.48125,250.51,223.63513,259.8485
43.79375,42.49375,249.4,222.46262,259.65082
43.79375,42.50625,248.69,221.47609,260.44894
43.79375,42.51875,247.72,220.37224,259.13568
43.79375,42.53125,247.01,219.7274,258.446
43.79375,42.54375,247.44,219.79742,258.82468
43.79375,42.55625,244.11,216.65588,253.0806
43.79375,42.56875,239.29,212.46838,248.7824
43.79375,42.58125,239.66,211.85466,249.53702
43.79375,42.59375,238.56,210.64589,248.6666
43.79375,42.60625,236.02,207.94788,247.01437
43.79375,42.61875,227.21,199.35187,237.35713
43.79375,42.63125,222.18,194.37462,228.86526
43.79375,42.64375,210.25,184.13268,216.4413
43.79375,42.65625,193.29,169.78583,201.8223
43.79375,42.66875,214.59,186.86436,220.45628
43.79375,42.68125,218.42,190.25693,224.90714
43.79375,42.69375,217.69,189.24539,224.3133
43.79375,42.70625,214.82,186.59688,221.41222
43.79375,42.71875,214.57,185.88403,221.46297
43.79375,42.73125,202.3,174.37299,208.12155
43.79375,42.74375,190.68,164.81863,196.0354
43.79375,42.75625,200.11,172.14043,204.8973
43.79375,42.76875,194.26,167.60466,199.65515
43.79375,42.78125,195.6,167.39017,199.85172
43.79375,42.79375,177.93,152.83772,182.57957
43.79375,42.80625,192.84,164.08263,196.62363
43.79375,42.81875,169.33,144.9644,175.3137
43.79375,42.83125,183.8,155.31812,187.29321
43.79375,42.84375,177.97,150.58104,182.03441
43.79375,42.85625,172.35,144.95877,175.55385
43.79375,42.86875,172.22,144.35966,175.2028
43.79375,42.88125,160.35,133.83414,163.717
43.79375,42.89375,161.49,133.51723,164.87677
43.79375,42.90625,153.67,126.42335,158.26112
43.79375,42.91875,148.13,121.12852,151.88776
43.79375,42.93125,144.19,116.82873,147.78882
43.79375,42.94375,141.61,114.32675,146.77188
43.79375,42.95625,140.51,114.42715,143.36737
43.79375,42.96875,146.93,119.59471,147.55772
43.79375,42.98125,149.29,123.66692,152.18988
43.79375,42.99375,164.47,141.99881,161.6184
43.78125,42.00625,155.0,130.89188,159.561
43.78125,42.01875,161.03,138.27371,164.58911
43.78125,42.03125,172.38,148.90962,174.89767
43.78125,42.04375,186.47,160.83583,189.68332
43.78125,42.05625,172.96,148.6355,174.44894
43.78125,42.06875,208.18,186.62877,214.78357
43.78125,42.08125,211.6,185.08517,216.65442
43.78125,42.09375,217.52,190.35764,223.78412
43.78125,42.10625,206.3,179.54974,211.50897
43.78125,42.11875,212.28,185.59026,216.61661
43.78125,42.13125,213.25,186.89258,219.22537
43.78125,42.14375,195.94,170.99396,203.51913
43.78125,42.15625,202.04,177.17873,206.41104
43.78125,42.16875,221.6,197.31041,225.32658
43.78125,42.18125,222.34,199.05777,226.33687
43.78125,42.19375,249.85,224.51663,256.1603
43.78125,42.20625,263.45,238.21312,272.7829
43.78125,42.21875,266.18,239.99623,274.06738
43.78125,42.23125,275.61,251.06184,289.52887
43.78125,42.24375,260.17,236.13806,269.75394
43.78125,42.25625,245.79,221.61682,252.81723
43.78125,42.26875,238.12,213.56169,244.21866
43.78125,42.28125,221.39,196.59483,225.20396
43.78125,42.29375,220.17,196.62723,226.84972
43.78125,42.30625,210.92,189.06976,219.80687
43.78125,42.31875,238.37,212.77701,241.6114
43.78125,42.33125,253.27,228.89189,260.10736
43.78125,42.34375,265.41,239.65106,276.2567
43.78125,42.35625,244.98,221.6998,254.02975
43.78125,42.36875,262.64,237.29372,272.89465
43.78125,42.38125,231.99,211.43207,239.35423
43.78125,42.39375,218.59,196.3111,221.53577
43.78125,42.40625,206.66,182.26746,209.92337
43.78125,42.41875,195.83,173.91077,202.27939
43.78125,42.43125,219.24,195.17522,225.16711
43.78125,42.44375,234.72,212.20389,239.94437
43.78125,42.45625,259.48,234.44536,269.67657
43.78125,42.46875,263.11,236.76433,274.93198
43.78125,42.48125,262.58,235.59668,276.43964
43.78125,42.49375,261.19,233.92401,274.83493
43.78125,42.50625,260.34,232.86826,274.384
43.78125,42.51875,259.83,232.37047,274.19238
43.78125,42.53125,257.96,230.51593,271.93582
43.78125,42.54375,258.99,231.72038,272.84656
43.78125,42.55625,256.79,229.53627,269.4155
43.78125,42.56875,254.26,226.76663,266.2384
43.78125,42.58125,250.38,222.98076,262.06662
43.78125,42.59375,244.69,217.42145,255.45229
43.78125,42.60625,238.73,211.46423,247.98557
43.78125,42.61875,238.01,210.23407,246.98177
43.78125,42.63125,231.04,203.5806,238.6181
43.78125,42.64375,204.54,180.2062,213.26169
43.78125,42.65625,207.85,183.39294,215.62961
43.78125,42.66875,228.36,200.43062,233.67236
43.78125,42.68125,228.61,200.73329,235.99788
43.78125,42.69375,227.36,199.07011,234.96971
43.78125,42.70625,222.18,194.2416,229.01846
43.78125,42.71875,194.54,173.44228,204.64677
43.78125,42.73125,210.2,183.34224,216.27094
43.78125,42.74375,213.7,185.41057,219.07161
43.78125,42.75625,212.22,183.93799,218.32834
43.78125,42.76875,200.4,173.60686,206.00572
43.78125,42.78125,202.85,174.76564,206.54726
43.78125,42.79375,202.18,173.98132,207.4555
43.78125,42.80625,185.09,159.1795,190.66492
43.78125,42.81875,195.56,167.07008,200.72066
43.78125,42.83125,180.18,154.9937,185.72626
43.78125,42.84375,190.19,162.13571,194.42876
43.78125,42.85625,182.22,154.08195,185.62054
43.78125,42.86875,179.38,152.30057,183.56464
43.78125,42.88125,174.99,146.97185,178.20258
43.78125,42.89375,168.28,140.40335,170.98334
43.78125,42.90625,166.04,137.3561,167.51457
43.78125,42.91875,165.41,136.61641,167.21062
43.78125,42.93125,153.86,125.94051,155.73982
43.78125,42.94375,147.64,119.528694,149.54263
43.78125,42.95625,138.64,111.59068,143.9164
43.78125,42.96875,134.55,108.59626,140.15909
43.78125,42.98125,138.75,111.770386,141.86247
43.78125,42.99375,138.64,115.78782,136.43735
43.76875,42.00625,155.59,132.7807,159.43224
43.76875,42.01875,146.45,127.18489,153.5539
43.76875,42.03125,151.31,130.76329,158.79341
43.76875,42.04375,151.38,133.61465,159.6552
43.76875,42.05625,163.06,141.97363,165.24895
43.76875,42.06875,174.12,150.88646,175.87817
43.76875,42.08125,190.64,166.83432,192.65047
43.76875,42.09375,195.95,169.66348,198.6172
43.76875,42.10625,183.2,160.14182,189.72134
43.76875,42.11875,187.47,161.44702,190.68079
43.76875,42.13125,189.5,163.5283,192.72487
43.76875,42.14375,190.91,165.01907,196.96506
43.76875,42.15625,199.2,174.65077,207.07855
43.76875,42.16875,206.72,183.80249,215.36165
43.76875,42.18125,209.29,186.66696,216.70364
43.76875,42.19375,223.99,198.73746,227.70665
43.76875,42.20625,229.35,206.38403,237.13199
43.76875,42.21875,247.0,221.77382,253.71667
43.76875,42.23125,255.04,229.16013,263.20148
43.76875,42.24375,245.39,219.86125,251.34769
43.76875,42.25625,240.02,213.34966,247.40015
43.76875,42.26875,229.91,205.93912,237.13553
43.76875,42.28125,236.39,209.67747,242.60876
43.76875,42.29375,235.56,208.92921,243.64716
43.76875,42.30625,225.56,201.37477,233.83817
43.76875,42.31875,239.17,215.78918,245.06543
43.76875,42.33125,274.0,251.4787,285.4305
43.76875,42.34375,266.89,242.10239,276.44537
43.76875,42.35625,271.43,247.00844,282.44977
43.76875,42.36875,273.23,248.88225,283.79538
43.76875,42.38125,257.08,235.06415,266.57025
43.76875,42.39375,221.08,199.12347,225.84811
43.76875,42.40625,211.81,187.57889,215.87968
43.76875,42.41875,194.66,173.18225,203.52394
43.76875,42.43125,219.54,195.56204,225.09225
43.76875,42.44375,220.23,200.38924,229.28136
43.76875,42.45625,249.23,226.86925,257.6344
43.76875,42.46875,269.97,244.00755,281.8138
43.76875,42.48125,269.2,242.57762,283.10278
43.76875,42.49375,264.15,237.3646,276.45084
43.76875,42.50625,249.96,225.80148,262.67126
43.76875,42.51875,244.82,221.2968,257.1516
43.76875,42.53125,246.31,221.3544,257.18698
43.76875,42.54375,251.76,226.05263,262.0441
43.76875,42.55625,260.44,234.09145,271.7507
43.76875,42.56875,261.88,234.86201,273.60718
43.76875,42.58125,258.65,231.36594,268.7771
43.76875,42.59375,255.21,228.05,266.17288
43.76875,42.60625,250.74,223.26773,259.51144
43.76875,42.61875,242.67,215.70457,250.3111
43.76875,42.63125,217.25,192.96094,224.95218
43.76875,42.64375,209.18,184.38422,215.0131
43.76875,42.65625,225.08,199.08815,230.6095
43.76875,42.66875,239.61,212.04672,247.90433
43.76875,42.68125,240.78,212.87193,251.8341
43.76875,42.69375,226.49,200.9863,234.93004
43.76875,42.70625,228.01,200.26343,232.94572
43.76875,42.71875,225.54,197.6018,231.2491
43.76875,42.73125,226.25,198.27974,231.87183
43.76875,42.74375,226.55,198.2428,234.91138
43.76875,42.75625,216.9,189.35947,223.17204
43.76875,42.76875,217.02,188.6582,223.03549
43.76875,42.78125,210.71,182.40266,216.98209
43.76875,42.79375,195.1,169.43309,201.58188
43.76875,42.80625,203.64,174.61893,209.3031
43.76875,42.81875,203.8,174.75233,209.83755
43.76875,42.83125,203.17,173.87328,208.94127
43.76875,42.84375,195.28,166.4235,201.07034
43.76875,42.85625,191.5,162.64018,197.63437
43.76875,42.86875,196.95,167.4558,202.33667
43.76875,42.88125,186.17,157.57745,190.62434
43.76875,42.89375,182.14,153.50632,187.30562
43.76875,42.90625,178.29,150.47023,182.77144
43.76875,42.91875,175.91,147.19287,179.17157
43.76875,42.93125,163.01,136.35223,166.29924
43.76875,42.94375,155.93,129.05458,158.1676
43.76875,42.95625,146.74,119.84655,149.81668
43.76875,42.96875,141.43,115.26292,145.21213
43.76875,42.98125,136.43,110.26102,141.1731
43.76875,42.99375,130.17,108.33263,128.34229
43.75625,42.00625,188.48,163.6481,189.7998
43.75625,42.01875,178.67,154.45584,178.83006
43.75625,42.03125,165.55,142.2582,168.4136
43.75625,42.04375,173.89,150.29538,174.4563
43.75625,42.05625,175.49,151.22842,176.5001
43.75625,42.06875,172.86,148.9687,177.10529
43.75625,42.08125,173.36,149.18182,177.88907
43.75625,42.09375,179.15,154.10295,183.70216
43.75625,42.10625,185.86,159.8623,191.85529
43.75625,42.11875,189.09,162.23183,192.88991
43.75625,42.13125,186.02,163.12694,190.91838
43.75625,42.14375,199.78,174.14284,204.18797
43.75625,42.15625,193.92,173.27599,202.61261
43.75625,42.16875,222.13,195.23811,227.00662
43.75625,42.18125,212.5,188.95921,221.70903
43.75625,42.19375,234.26,208.1601,241.14203
43.75625,42.20625,252.03,224.72823,261.73343
43.75625,42.21875,250.99,223.88423,260.977
43.75625,42.23125,258.48,231.13902,268.7554
43.75625,42.24375,250.6,224.52568,260.21497
43.75625,42.25625,245.75,219.0508,254.29553
43.75625,42.26875,258.28,231.65811,267.16953
43.75625,42.28125,239.58,216.48642,249.28479
43.75625,42.29375,233.2,209.13702,241.95447
43.75625,42.30625,241.94,217.55739,250.37206
43.75625,42.31875,256.31,231.21274,262.4101
43.75625,42.33125,264.96,240.08897,269.49875
43.75625,42.34375,284.36,260.97125,297.11362
43.75625,42.35625,276.58,252.45485,286.92212
43.75625,42.36875,245.5,225.72057,254.00017
43.75625,42.38125,227.93,206.73238,235.33017
43.75625,42.39375,215.44,194.8085,223.45407
43.75625,42.40625,217.41,194.65134,224.08896
43.75625,42.41875,217.83,193.93802,224.25345
43.75625,42.43125,236.19,210.50008,242.4586
43.75625,42.44375,246.77,223.29819,253.36989
43.75625,42.45625,271.75,247.4376,281.753
43.75625,42.46875,272.05,246.76077,283.1783
43.75625,42.48125,263.6,238.13036,276.9577
43.75625,42.49375,261.11,235.4691,273.09113
43.75625,42.50625,276.54,250.0969,289.26553
43.75625,42.51875,271.12,244.33296,282.40857
43.75625,42.53125,265.21,237.94414,275.36172
43.75625,42.54375,260.64,232.95921,269.63168
43.75625,42.55625,251.29,224.2288,260.7605
43.75625,42.56875,235.9,211.24263,245.38145
43.75625,42.58125,246.61,221.57027,255.73941
43.75625,42.59375,247.69,222.27995,256.1232
43.75625,42.60625,232.79,207.3332,241.0766
43.75625,42.61875,222.47,197.48222,229.66774
43.75625,42.63125,215.85,191.51993,222.19144
43.75625,42.64375,227.46,201.77141,233.81384
43.75625,42.65625,233.96,209.25873,241.28964
43.75625,42.66875,246.25,218.72076,254.24332
43.75625,42.68125,243.52,215.93288,252.1704
43.75625,42.69375,242.36,214.69751,251.71068
43.75625,42.70625,240.71,213.13373,251.18834
43.75625,42.71875,239.71,212.00089,248.41597
43.75625,42.73125,236.17,208.17258,245.737
43.75625,42.74375,229.22,201.14638,238.04295
43.75625,42.75625,225.61,197.34691,234.8776
43.75625,42.76875,223.86,195.73912,233.5339
43.75625,42.78125,218.53,190.13385,224.97223
43.75625,42.79375,214.22,185.36516,221.40717
43.75625,42.80625,208.83,180.796,216.11417
43.75625,42.81875,208.59,179.61552,211.28021
43.75625,42.83125,204.28,175.24103,208.5824
43.75625,42.84375,185.68,159.80656,190.66486
43.75625,42.85625,194.55,165.7906,198.77011
43.75625,42.86875,190.78,162.12218,195.98613
43.75625,42.88125,190.23,161.07536,193.8941
43.75625,42.89375,181.16,152.22047,184.74356
43.75625,42.90625,164.43,138.13792,167.5832
43.75625,42.91875,176.2,147.51494,178.81006
43.75625,42.93125,175.53,146.94589,179.10953
43.75625,42.94375,161.56,133.39659,163.68092
43.75625,42.95625,164.43,135.94162,167.44302
43.75625,42.96875,149.06,122.38025,152.61742
43.75625,42.98125,154.74,126.50919,159.09772
43.75625,42.99375,147.65,123.26997,144.00009
43.74375,42.00625,197.85,174.71078,200.26855
43.74375,42.01875,207.44,183.04256,210.98302
43.74375,42.03125,182.81,160.11589,184.64928
43.74375,42.04375,202.59,178.81323,205.12067
43.74375,42.05625,193.99,169.29857,197.3829
43.74375,42.06875,209.31,183.32407,213.99864
43.74375,42.08125,191.28,166.84555,195.06647
43.74375,42.09375,193.6,168.9052,197.72668
43.74375,42.10625,200.01,174.69974,203.41869
43.74375,42.11875,195.43,175.04373,202.73997
43.74375,42.13125,217.23,191.68057,221.58171
43.74375,42.14375,231.71,204.78508,238.0626
43.74375,42.15625,215.96,191.95096,223.15025
43.74375,42.16875,217.83,191.9448,222.42612
43.74375,42.18125,236.97,210.8853,243.47626
43.74375,42.19375,236.11,209.78308,242.6362
43.74375,42.20625,243.27,216.68016,252.44315
43.74375,42.21875,235.7,210.3939,244.17989
43.74375,42.23125,247.98,220.57564,255.80585
43.74375,42.24375,253.69,226.38759,262.1027
43.74375,42.25625,261.29,233.78482,270.98132
43.74375,42.26875,258.75,231.77559,268.5667
43.74375,42.28125,263.26,237.27455,271.93036
43.74375,42.29375,257.45,231.31929,266.29037
43.74375,42.30625,255.29,228.8944,264.52753
43.74375,42.31875,263.08,238.12694,273.51443
43.74375,42.33125,282.08,258.0036,293.91208
43.74375,42.34375,291.5,268.78577,304.52954
43.74375,42.35625,288.24,266.99078,302.08923
43.74375,42.36875,269.87,245.38226,277.01022
43.74375,42.38125,246.93,223.32182,253.61221
43.74375,42.39375,238.15,213.45033,244.31552
43.74375,42.40625,197.06,180.7745,209.79926
43.74375,42.41875,229.53,205.73094,232.08195
43.74375,42.43125,225.87,205.81677,232.42229
43.74375,42.44375,237.67,216.8164,245.30432
43.74375,42.45625,275.37,251.80927,286.1093
43.74375,42.46875,278.67,253.05873,292.75284
43.74375,42.48125,276.35,250.2622,290.0001
43.74375,42.49375,273.46,247.89801,286.37778
43.74375,42.50625,276.22,250.22763,287.74893
43.74375,42.51875,271.87,245.751,283.52216
43.74375,42.53125,259.51,234.42169,270.49588
43.74375,42.54375,253.12,229.33658,262.76065
43.74375,42.55625,253.56,227.75223,261.38898
43.74375,42.56875,250.74,224.15306,257.45825
43.74375,42.58125,239.32,214.98543,247.66388
43.74375,42.59375,237.53,212.38025,243.53809
43.74375,42.60625,239.28,212.41428,246.11237
43.74375,42.61875,230.17,205.88818,237.1826
43.74375,42.63125,242.85,216.11488,247.23003
43.74375,42.64375,247.75,221.25131,255.4848
43.74375,42.65625,256.29,229.34406,266.70477
43.74375,42.66875,256.64,229.06558,267.05746
43.74375,42.68125,252.88,225.22089,263.12158
43.74375,42.69375,248.77,221.17404,258.2673
43.74375,42.70625,246.58,219.04558,255.28514
43.74375,42.71875,240.48,213.37292,249.01678
43.74375,42.73125,238.94,210.993,245.29028
43.74375,42.74375,227.09,200.35393,233.98982
43.74375,42.75625,224.64,198.06824,230.54674
43.74375,42.76875,224.79,198.34444,231.17444
43.74375,42.78125,211.93,185.5459,216.19466
43.74375,42.79375,208.32,182.826,212.93225
43.74375,42.80625,220.08,192.55289,227.5054
43.74375,42.81875,200.53,175.92587,205.13472
43.74375,42.83125,179.59,155.09334,182.18622
43.74375,42.84375,176.26,151.45308,178.3668
43.74375,42.85625,183.74,158.46773,187.20958
43.74375,42.86875,195.44,166.95702,200.84152
43.74375,42.88125,181.6,154.49069,183.79504
43.74375,42.89375,165.71,140.2261,167.91687
43.74375,42.90625,178.56,150.46114,182.83109
43.74375,42.91875,152.89,128.39214,155.25829
43.74375,42.93125,168.98,141.00293,170.76389
43.74375,42.94375,163.07,134.31529,162.97652
43.74375,42.95625,148.6,122.29129,150.9697
43.74375,42.96875,137.82,112.543434,141.06963
43.74375,42.98125,143.94,116.07156,147.34085
43.74375,42.99375,134.98,112.382706,130.8201
43.73125,42.00625,220.68,194.5193,227.55244
43.73125,42.01875,222.15,196.83589,227.03409
43.73125,42.03125,224.83,200.04921,230.81952
43.73125,42.04375,214.02,189.29214,216.98825
43.73125,42.05625,216.13,190.32452,219.5701
43.73125,42.06875,222.4,194.98964,226.97804
43.73125,42.08125,214.51,186.81635,217.2971
43.73125,42.09375,205.05,178.66302,210.64848
43.73125,42.10625,206.18,180.59225,211.27873
43.73125,42.11875,218.46,191.40283,223.80957
43.73125,42.13125,219.1,192.3986,223.37103
43.73125,42.14375,214.57,188.56575,221.31746
43.73125,42.15625,238.22,210.80928,246.78912
43.73125,42.16875,211.62,186.65846,218.48274
43.73125,42.18125,232.52,206.36777,239.76859
43.73125,42.19375,242.72,215.74266,251.84094
43.73125,42.20625,225.44,201.3092,233.5399
43.73125,42.21875,229.3,202.70796,235.32428
43.73125,42.23125,232.64,205.9016,237.75763
43.73125,42.24375,239.71,213.6461,246.9692
43.73125,42.25625,255.87,229.31918,264.43628
43.73125,42.26875,266.97,240.47174,277.73007
43.73125,42.28125,271.18,244.3047,281.71234
43.73125,42.29375,271.9,244.75226,283.7335
43.73125,42.30625,270.3,242.77055,281.79788
43.73125,42.31875,274.91,247.87692,286.13214
43.73125,42.33125,257.89,233.54622,264.79684
43.73125,42.34375,252.94,230.25926,260.00647
43.73125,42.35625,243.87,221.86151,250.50674
43.73125,42.36875,251.28,226.6819,254.83932
43.73125,42.38125,225.54,204.30408,232.81848
43.73125,42.39375,210.9,191.26044,221.6115
43.73125,42.40625,226.39,202.76772,234.60281
43.73125,42.41875,231.48,209.33762,235.9879
43.73125,42.43125,269.81,247.78215,278.42737
43.73125,42.44375,278.53,254.50792,285.8102
43.73125,42.45625,287.24,262.6343,295.64093
43.73125,42.46875,287.89,262.6199,303.69308
43.73125,42.48125,287.81,262.31345,303.91193
43.73125,42.49375,285.12,259.5436,295.0101
43.73125,42.50625,286.81,262.33945,298.69748
43.73125,42.51875,278.63,252.34412,288.49597
43.73125,42.53125,280.36,255.36925,290.44806
43.73125,42.54375,269.66,243.7609,278.74792
43.73125,42.55625,257.39,233.07011,264.1603
43.73125,42.56875,255.32,230.15524,262.1391
43.73125,42.58125,265.87,240.91077,274.6286
43.73125,42.59375,250.1,223.65585,254.2255
43.73125,42.60625,238.98,214.1681,244.79575
43.73125,42.61875,244.06,218.66861,248.70937
43.73125,42.63125,252.18,226.80324,258.3691
43.73125,42.64375,225.45,201.88037,230.80779
43.73125,42.65625,242.72,216.5288,247.79124
43.73125,42.66875,249.45,223.66258,256.31726
43.73125,42.68125,236.73,209.94202,242.35628
43.73125,42.69375,251.41,226.08745,258.98795
43.73125,42.70625,226.31,202.98668,234.12462
43.73125,42.71875,225.31,200.33131,229.18588
43.73125,42.73125,226.9,200.07191,230.27847
43.73125,42.74375,205.1,180.81792,209.79573
43.73125,42.75625,223.7,197.34914,228.91492
43.73125,42.76875,211.11,184.73787,214.86572
43.73125,42.78125,180.78,160.04317,185.05988
43.73125,42.79375,194.59,168.6842,196.28925
43.73125,42.80625,196.61,172.23941,198.8509
43.73125,42.81875,194.34,171.32646,196.09949
43.73125,42.83125,195.05,170.30452,194.41882
43.73125,42.84375,177.63,150.92653,177.70093
43.73125,42.85625,166.56,141.94879,168.43848
43.73125,42.86875,176.62,149.7862,177.40244
43.73125,42.88125,184.0,158.78368,187.84732
43.73125,42.89375,151.85,128.7012,154.89067
43.73125,42.90625,155.67,128.69171,157.32387
43.73125,42.91875,146.81,121.307976,148.57886
43.73125,42.93125,138.74,113.55543,141.61745
43.73125,42.94375,131.05,107.18665,134.98189
43.73125,42.95625,128.79,104.81655,133.53781
43.73125,42.96875,128.98,104.2267,134.37753
43.73125,42.98125,124.85,101.4026,131.41794
43.73125,42.99375,124.74,104.053635,122.34929
43.71875,42.00625,209.72,185.09259,215.06659
43.71875,42.01875,218.37,192.56216,223.04564
43.71875,42.03125,221.26,194.62413,225.71729
43.71875,42.04375,214.66,188.50374,217.77931
43.71875,42.05625,222.98,195.78294,226.0339
43.71875,42.06875,224.6,196.99982,228.89104
43.71875,42.08125,213.1,187.55006,216.74252
43.71875,42.09375,194.06,167.18675,198.30043
43.71875,42.10625,196.44,168.95987,201.18784
43.71875,42.11875,207.73,179.87215,211.24513
43.71875,42.13125,203.92,179.21388,208.78879
43.71875,42.14375,216.3,190.28006,219.96112
43.71875,42.15625,227.56,201.02135,233.1047
43.71875,42.16875,221.0,194.3138,226.03706
43.71875,42.18125,220.97,196.13455,228.18979
43.71875,42.19375,236.54,210.12695,243.14088
43.71875,42.20625,231.11,203.82896,235.84387
43.71875,42.21875,212.56,187.72705,219.86143
43.71875,42.23125,225.74,200.68402,233.99544
43.71875,42.24375,245.09,217.33345,252.97806
43.71875,42.25625,238.42,211.96501,244.78238
43.71875,42.26875,256.28,229.34737,263.07285
43.71875,42.28125,243.78,219.49225,252.89224
43.71875,42.29375,249.22,222.82092,257.9766
